0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,34,35,36,37,38,39,40,41,42,43,45,46,48,50,51,52,59,65
1,0,8.7102,7.3039,5.6267,13.041,10.195,11.399,8.5879,9.8661,7.0087,6.3733,7.4863,8.5455,5.5486,10.297,7.3415,11.663,7.2794,8.5562,7.6348,14.246,12.513,10.457,7.1163,16.423,10.389,7.778,7.4497,8.5259,9.1343,2.1507,9.9504,9.9399,1.2462,12.537,14.892,10.075,19.706,7.6272,9.2254,15.308,7.7145,10.057,20.391,15.189,8.9423,3.6192,7.0202,10.515,13.423
2,8.7102,0,6.4227,7.3927,4.627,9.4856,3.4793,4.4965,1.7761,6.2012,2.6898,10.577,1.0144,3.3666,3.3336,1.8242,4.4561,7.1349,0.99349,10.323,5.539,6.5713,3.5236,4.431,8.0471,4.7307,7.7851,4.6774,7.4379,3.0307,10.07,4.6022,4.7115,7.5303,8.4902,9.2016,9.6005,13.014,4.5212,2.7288,6.919,3.5346,4.792,13.028,6.8658,1.3302,9.3169,9.5452,4.8518,9.5108
3,7.3039,6.4227,0,2.0852,8.502,3.5194,6.6708,2.5679,6.0825,0.34295,4.319,4.4381,5.496,6.2118,5.2085,4.7216,6.1516,0.73892,5.5186,4.1007,10.719,5.8886,5.2519,1.993,11.277,10.83,1.3649,1.7774,1.3927,4.2171,9.4302,3.8336,3.746,6.2415,5.2698,7.8678,3.5342,12.815,1.9778,4.5465,12.831,2.9431,3.8242,13.84,10.107,5.4799,5.1976,3.4248,4.3261,6.1234
4,5.6267,7.3927,2.0852,0,10.23,4.5785,8.3854,4.4137,7.4952,1.9431,4.8431,3.2597,6.6167,6.1603,6.9521,5.571,8.0418,1.7549,6.6378,3.0929,12.261,7.9657,7.0302,3.3,13.184,11.308,2.1569,3.3326,2.9956,5.8378,7.777,5.7893,5.7172,4.7394,7.2419,9.9317,4.4729,14.887,3.5725,6.1179,14.165,4.3314,5.8075,15.925,11.987,6.7377,3.1195,2.2779,6.3154,8.0204
5,13.041,4.627,8.502,10.23,0,10.302,1.8454,5.9344,3.1762,8.4556,6.6721,12.925,4.5125,7.9665,3.2972,5.6997,2.6077,9.214,4.5041,12.564,2.6002,4.682,3.2514,6.9452,3.4304,7.6032,9.6354,6.9038,8.8558,4.3969,14.585,4.8338,4.9531,11.811,7.4431,6.5505,10.512,9.0557,6.6653,4.1424,5.2106,5.9442,4.9226,8.6738,2.239,4.0991,12.869,11.924,4.5265,8.2194
6,10.195,9.4856,3.5194,4.5785,10.302,0,8.6629,5.0273,8.6848,3.8554,7.7409,4.2434,8.4863,9.7202,7.3118,7.9728,7.699,3.1287,8.5084,3.8118,12.809,6.2658,7.2638,5.2805,12.338,14.105,2.4817,4.9262,2.1671,6.7244,12.343,5.5704,5.4409,9.3101,4.0947,7.0742,0.26694,11.84,5.0276,7.0844,15.21,5.9812,5.4426,13.324,11.338,8.3316,7.2209,3.8041,5.7851,4.4015
7,11.399,3.4793,6.6708,8.3854,1.8454,8.6629,0,4.1065,1.7342,6.6159,5.0393,11.102,3.0391,6.6078,1.4628,4.1094,1.302,7.3887,3.0373,10.748,4.1577,3.7068,1.4423,5.1033,5.0408,7.4426,7.8327,5.0585,7.0914,2.5552,13.047,3.1054,3.2321,10.158,6.2528,6.0946,8.8577,9.5504,4.8201,2.3163,6.5724,4.111,3.222,9.5649,3.8037,2.5664,11.051,10.095,2.901,7.1517
8,8.5879,4.4965,2.5679,4.4137,5.9344,5.0273,4.1065,0,3.7056,2.5412,3.3793,6.9958,3.4852,5.584,2.6437,3.2104,3.6298,3.2822,3.5068,6.6437,8.1909,3.9255,2.684,1.4723,8.7719,9.1935,3.7492,1.1844,3.1183,1.7477,10.564,1.4248,1.3838,7.3774,4.5406,6.3719,5.1645,11.119,0.97363,2.1034,10.396,1.2447,1.4937,11.862,7.582,3.3049,7.3368,5.9904,1.9859,5.5695
9,9.8661,1.7761,6.0825,7.4952,3.1762,8.6848,1.7342,3.7056,0,5.9435,3.5028,10.476,1.3481,4.8922,1.7184,2.525,2.6914,6.8214,1.3422,10.165,4.7813,4.9025,1.885,4.2286,6.584,6.1493,7.3806,4.3224,6.822,1.9653,11.424,3.3055,3.4317,8.6377,7.0617,7.4891,8.8398,11.24,4.1079,1.6056,6.749,3.1923,3.4823,11.299,5.3616,0.92419,9.8823,9.443,3.403,8.0502
