,Date,Hour,PM2_MIN,PM2_MAX,PM2_AVG
0,2019-08-28,7,12.0,13.0,12.0
1,2019-08-28,8,12.0,13.0,12.0
2,2019-08-28,9,12.0,13.0,12.0
3,2019-08-28,10,12.0,13.0,12.0
4,2019-08-28,11,12.0,13.0,12.0
5,2019-08-28,12,12.0,13.0,12.0
6,2019-08-28,13,12.0,13.0,12.0
7,2019-08-28,14,12.0,13.0,12.0
8,2019-08-28,15,12.0,13.0,12.0
9,2019-08-28,16,12.0,13.0,12.0
10,2019-08-28,17,12.0,13.0,12.0
11,2019-08-28,18,12.0,13.0,12.0
12,2019-08-28,19,12.0,13.0,12.0
13,2019-08-28,20,12.0,13.0,12.0
14,2019-08-28,21,12.0,13.0,12.0
15,2019-08-28,22,12.0,13.0,12.0
16,2019-08-28,23,9.922402457658658,10.06419281383967,9.81425201359897
17,2019-08-29,0,9.557919429304839,9.61105003935538,9.40793762826834
18,2019-08-29,1,9.94938873979733,10.012406599006379,9.794940798767726
19,2019-08-29,2,9.952346874398694,10.005043029503817,9.799750117823331
20,2019-08-29,3,9.924371295543137,10.077634267863072,9.838764942770144
21,2019-08-29,4,12.0,13.0,12.0
22,2019-08-29,5,12.0,13.0,12.0
23,2019-08-29,6,12.0,13.0,12.0
24,2019-08-29,7,12.0,13.0,12.0
25,2019-08-29,8,12.0,13.0,12.0
26,2019-08-29,9,12.0,13.0,12.0
27,2019-08-29,10,12.0,13.0,12.0
28,2019-08-29,11,12.0,13.0,12.0
29,2019-08-29,12,12.0,13.0,12.0
30,2019-08-29,13,11.0,13.0,12.0
31,2019-08-29,14,11.0,13.0,12.0
32,2019-08-29,15,10.0,13.0,11.0
33,2019-08-29,16,10.0,13.0,11.0
34,2019-08-29,17,10.0,13.0,11.0
35,2019-08-29,18,10.0,13.0,11.0
36,2019-08-29,19,10.0,13.0,11.0
37,2019-08-29,20,10.0,13.0,11.0
38,2019-08-29,21,10.0,13.0,11.0
39,2019-08-29,22,10.0,13.0,11.0
40,2019-08-29,23,10.0,13.0,11.0
41,2019-08-30,0,10.0,13.0,11.0
42,2019-08-30,1,10.0,13.0,11.0
43,2019-08-30,2,10.0,12.0,11.0
44,2019-08-30,3,10.0,12.0,11.0
45,2019-08-30,4,10.0,12.0,11.0
46,2019-08-30,5,10.0,12.0,11.0
47,2019-08-30,6,10.0,12.0,11.0
48,2019-08-30,7,10.0,12.0,11.0
49,2019-08-30,8,10.0,12.0,11.0
50,2019-08-30,9,10.0,12.0,11.0
51,2019-08-30,10,10.0,12.0,11.0
52,2019-08-30,11,10.0,12.0,11.0
53,2019-08-30,12,10.0,12.0,11.0
54,2019-08-30,13,10.0,12.0,11.0
55,2019-08-30,14,10.0,12.0,11.0
56,2019-08-30,15,10.0,12.0,11.0
57,2019-08-30,16,10.0,12.0,11.0
58,2019-08-30,17,10.0,12.0,11.0
59,2019-08-30,18,10.0,12.0,11.0
60,2019-08-30,19,10.0,12.0,11.0
61,2019-08-30,20,10.0,12.0,11.0
62,2019-08-30,21,10.0,12.0,11.0
63,2019-08-30,22,10.0,12.0,11.0
64,2019-08-30,23,11.0,12.0,11.0
65,2019-08-31,0,11.0,12.0,11.0
66,2019-08-31,1,11.0,12.0,11.0
67,2019-08-31,2,11.0,11.0,11.0
68,2019-08-31,3,11.0,11.0,11.0
69,2019-08-31,4,11.0,11.0,11.0
70,2019-08-31,5,5.4254113184253585,7.727938002322316,6.545404577405053
71,2019-08-31,6,5.398543949794564,7.4735840249101395,6.274460458037622
72,2019-08-31,7,5.398543949794564,7.326754198598614,6.25525641847966
73,2019-08-31,8,5.388452157013691,7.043426333726612,6.166720867391932
74,2019-08-31,9,5.398543949794564,6.863271297100923,6.0095241608651015
75,2019-08-31,10,5.398543949794564,6.6794998105713566,5.918603764094467
76,2019-08-31,11,5.398543949794564,6.46152777442839,5.846456119954898
77,2019-08-31,12,5.398543949794564,6.23306460221214,5.633699702312065
78,2019-08-31,13,5.398543949794564,6.100871270677679,5.5625051528945315
79,2019-08-31,14,5.358347667941358,5.931465917556519,5.5437520222671886
80,2019-08-31,15,5.337961860011295,5.804424675768635,5.411801080278636
81,2019-08-31,16,5.337961860011295,5.770728099359299,5.411801080278636
82,2019-08-31,17,5.337961860011295,5.607765753274007,5.282989782946155
83,2019-08-31,18,5.337961860011295,5.602030958078567,5.276756657417641
84,2019-08-31,19,5.339211658157733,5.636850286669933,5.277934212008619
85,2019-08-31,20,5.030047861063206,5.227537494364744,4.924973476425391
86,2019-08-31,21,5.34324065837599,5.612702760344856,5.308941080754073
87,2019-08-31,22,5.34324065837599,5.725058504084486,5.346647504648821
88,2019-08-31,23,4.0,4.0,4.0
89,2019-09-01,0,4.0,4.0,4.0
90,2019-09-01,1,4.0,7.0,5.0
91,2019-09-01,2,4.0,14.0,9.0
92,2019-09-01,3,4.0,19.0,11.0
93,2019-09-01,4,4.0,20.0,12.0
94,2019-09-01,5,4.0,20.0,12.0
95,2019-09-01,6,4.0,20.0,12.0
96,2019-09-01,7,4.0,20.0,12.0
97,2019-09-01,8,4.0,20.0,12.0
98,2019-09-01,9,4.0,20.0,12.0
99,2019-09-01,10,4.0,20.0,12.0
100,2019-09-01,11,4.0,20.0,12.0
101,2019-09-01,12,4.0,20.0,12.0
102,2019-09-01,13,4.0,20.0,12.0
103,2019-09-01,14,4.0,20.0,12.0
104,2019-09-01,15,4.0,20.0,12.0
105,2019-09-01,16,4.0,20.0,12.0
106,2019-09-01,17,4.0,20.0,12.0
107,2019-09-01,18,4.0,20.0,12.0
108,2019-09-01,20,4.0,20.0,12.0
109,2019-09-01,21,4.0,20.0,12.0
110,2019-09-01,22,4.0,20.0,12.0
111,2019-09-01,23,4.0,20.0,12.0
112,2019-09-02,0,6.0,20.0,13.0
113,2019-09-02,1,7.0,20.0,13.0
114,2019-09-02,2,7.0,20.0,13.0
115,2019-09-02,3,7.0,18.0,12.0
116,2019-09-02,4,7.0,15.0,11.0
117,2019-09-02,5,7.0,14.0,10.0
118,2019-09-02,6,7.0,13.0,10.0
119,2019-09-02,7,7.0,12.0,9.0
120,2019-09-02,8,7.0,11.0,9.0
121,2019-09-02,9,7.0,11.0,9.0
122,2019-09-02,10,7.0,11.0,9.0
123,2019-09-02,11,7.0,11.0,9.0
124,2019-09-02,12,7.0,12.0,9.0
125,2019-09-02,13,7.0,12.0,9.0
126,2019-09-02,14,7.0,12.0,9.0
127,2019-09-02,15,7.0,13.0,10.0
128,2019-09-02,16,7.0,13.0,10.0
129,2019-09-02,17,7.0,13.0,10.0
130,2019-09-02,18,7.0,13.0,10.0
131,2019-09-02,19,7.0,13.0,10.0
132,2019-09-02,20,7.0,13.0,10.0
133,2019-09-02,21,7.0,14.0,10.0
134,2019-09-02,22,7.0,14.0,10.0
135,2019-09-02,23,7.0,14.0,10.0
136,2019-09-03,0,7.0,14.0,10.0
137,2019-09-03,1,8.0,14.0,11.0
138,2019-09-03,2,9.0,14.0,11.0
139,2019-09-03,3,10.0,14.0,12.0
140,2019-09-03,4,10.0,14.0,12.0
141,2019-09-03,5,10.0,14.0,12.0
142,2019-09-03,6,9.0,14.0,11.0
143,2019-09-03,7,9.0,14.0,11.0
144,2019-09-03,8,9.0,14.0,11.0
145,2019-09-03,9,9.0,14.0,11.0
146,2019-09-03,10,8.0,14.0,11.0
147,2019-09-03,11,8.0,14.0,11.0
148,2019-09-03,12,8.0,14.0,11.0
149,2019-09-03,13,7.0,14.0,10.0
150,2019-09-03,14,7.0,14.0,10.0
151,2019-09-03,15,6.0,14.0,10.0
152,2019-09-03,16,6.0,14.0,10.0
153,2019-09-03,17,6.0,14.0,10.0
154,2019-09-03,18,6.0,14.0,10.0
155,2019-09-03,19,6.0,14.0,10.0
156,2019-09-03,22,5.0,14.0,9.0
157,2019-09-03,23,5.0,14.0,9.0
158,2019-09-04,0,5.0,14.0,9.0
159,2019-09-04,1,5.0,14.0,9.0
160,2019-09-04,2,5.0,10.0,7.0
161,2019-09-04,3,5.0,10.0,7.0
162,2019-09-04,4,5.0,10.0,7.0
163,2019-09-04,5,5.0,9.0,7.0
164,2019-09-04,6,5.0,9.0,7.0
165,2019-09-04,7,5.0,9.0,7.0
166,2019-09-04,8,5.0,9.0,7.0
167,2019-09-04,9,5.0,8.0,6.0
168,2019-09-04,10,5.0,8.0,6.0
169,2019-09-04,11,5.0,8.0,6.0
170,2019-09-04,12,5.0,7.0,6.0
171,2019-09-04,13,4.0,7.0,5.0
172,2019-09-04,14,4.0,6.0,5.0
173,2019-09-04,15,4.0,6.0,5.0
174,2019-09-04,16,4.0,6.0,5.0
175,2019-09-04,17,4.0,6.0,5.0
176,2019-09-04,18,4.0,6.0,5.0
177,2019-09-04,19,4.0,5.0,4.0
178,2019-09-04,20,4.0,5.0,4.0
179,2019-09-04,21,3.0,5.0,4.0
180,2019-09-04,22,3.0,5.0,4.0
181,2019-09-04,23,3.0,5.0,4.0
182,2019-09-05,0,3.0,5.0,4.0
183,2019-09-05,1,3.0,5.0,4.0
184,2019-09-05,2,3.0,5.0,4.0
185,2019-09-05,3,3.0,5.0,4.0
186,2019-09-05,4,3.0,5.0,4.0
187,2019-09-05,5,3.0,5.0,4.0
188,2019-09-05,6,3.0,5.0,4.0
189,2019-09-05,7,3.0,5.0,4.0
190,2019-09-05,8,3.0,5.0,4.0
191,2019-09-05,9,3.0,5.0,4.0
192,2019-09-05,10,3.0,5.0,4.0
193,2019-09-05,11,3.0,5.0,4.0
194,2019-09-05,12,3.0,5.0,4.0
195,2019-09-05,13,3.0,5.0,4.0
196,2019-09-05,14,3.0,5.0,4.0
197,2019-09-05,15,3.0,5.0,4.0
198,2019-09-05,16,3.0,5.0,4.0
199,2019-09-05,17,3.0,5.0,4.0
200,2019-09-05,19,3.0,5.0,4.0
201,2019-09-05,20,3.0,5.0,4.0
202,2019-09-05,21,3.0,5.0,4.0
203,2019-09-05,22,3.0,5.0,4.0
204,2019-09-05,23,3.0,5.0,4.0
205,2019-09-06,0,3.0,5.0,4.0
206,2019-09-06,1,3.0,5.0,4.0
207,2019-09-06,2,3.0,5.0,4.0
208,2019-09-06,3,4.0,5.0,4.0
209,2019-09-06,4,4.0,5.0,4.0
210,2019-09-06,5,4.0,5.0,4.0
211,2019-09-06,6,4.0,5.0,4.0
212,2019-09-06,7,4.0,5.0,4.0
213,2019-09-06,8,4.0,5.0,4.0
214,2019-09-06,9,4.0,5.0,4.0
215,2019-09-06,10,4.0,5.0,4.0
216,2019-09-06,11,4.0,5.0,4.0
217,2019-09-06,12,4.0,5.0,4.0
218,2019-09-06,13,4.0,5.0,4.0
219,2019-09-06,14,4.0,5.0,4.0
220,2019-09-06,15,4.0,5.0,4.0
221,2019-09-06,16,4.0,5.0,4.0
222,2019-09-06,17,4.0,5.0,4.0
223,2019-09-06,18,4.0,5.0,4.0
224,2019-09-06,19,4.0,5.0,4.0
225,2019-09-06,20,4.0,5.0,4.0
226,2019-09-06,21,4.0,5.0,4.0
227,2019-09-06,22,4.0,5.0,4.0
228,2019-09-06,23,4.0,5.0,4.0
229,2019-09-07,0,4.0,5.0,4.0
230,2019-09-07,1,4.0,5.0,4.0
231,2019-09-07,2,4.0,5.0,4.0
232,2019-09-07,3,4.0,5.0,4.0
233,2019-09-07,4,4.0,5.0,4.0
234,2019-09-07,5,4.0,5.0,4.0
235,2019-09-07,6,4.0,5.0,4.0
236,2019-09-07,7,4.0,5.0,4.0
237,2019-09-07,8,4.0,5.0,4.0
238,2019-09-07,9,4.0,5.0,4.0
239,2019-09-07,10,4.0,5.0,4.0
240,2019-09-07,11,4.0,5.0,4.0
241,2019-09-07,12,4.0,5.0,4.0
242,2019-09-07,13,4.0,5.0,4.0
243,2019-09-07,14,4.0,5.0,4.0
244,2019-09-07,15,4.0,5.0,4.0
245,2019-09-07,16,3.0,5.0,4.0
246,2019-09-07,17,3.0,5.0,4.0
247,2019-09-07,18,3.0,5.0,4.0
248,2019-09-07,19,3.0,5.0,4.0
249,2019-09-07,20,3.0,5.0,4.0
250,2019-09-07,21,3.0,5.0,4.0
251,2019-09-07,22,3.0,5.0,4.0
252,2019-09-07,23,3.0,5.0,4.0
253,2019-09-08,0,3.0,5.0,4.0
254,2019-09-08,1,3.0,5.0,4.0
255,2019-09-08,2,3.0,5.0,4.0
256,2019-09-08,3,3.0,5.0,4.0
257,2019-09-08,4,3.0,5.0,4.0
258,2019-09-08,5,3.0,4.0,3.0
259,2019-09-08,6,3.0,4.0,3.0
260,2019-09-08,7,3.0,5.0,4.0
261,2019-09-08,8,3.0,5.0,4.0
262,2019-09-08,9,3.0,5.0,4.0
263,2019-09-08,10,3.0,5.0,4.0
264,2019-09-08,11,3.0,5.0,4.0
265,2019-09-08,12,3.0,5.0,4.0
266,2019-09-08,13,3.0,5.0,4.0
267,2019-09-08,14,3.0,5.0,4.0
268,2019-09-08,15,3.0,5.0,4.0
269,2019-09-08,16,3.0,5.0,4.0
270,2019-09-08,17,4.0,5.0,4.0
271,2019-09-08,18,4.0,5.0,4.0
272,2019-09-08,19,4.0,5.0,4.0
273,2019-09-08,20,4.0,5.0,4.0
274,2019-09-08,21,4.0,5.0,4.0
275,2019-09-08,22,4.0,5.0,4.0
276,2019-09-08,23,4.0,5.0,4.0
277,2019-09-09,0,4.0,5.0,4.0
278,2019-09-09,1,4.0,5.0,4.0
279,2019-09-09,2,4.0,5.0,4.0
280,2019-09-09,3,4.0,6.0,5.0
281,2019-09-09,4,4.0,6.0,5.0
282,2019-09-09,5,4.0,6.0,5.0
283,2019-09-09,6,5.0,6.0,5.0
284,2019-09-09,7,5.0,6.0,5.0
285,2019-09-09,8,5.0,6.0,5.0
286,2019-09-09,9,5.0,6.0,5.0
287,2019-09-09,10,5.0,6.0,5.0
288,2019-09-09,11,5.0,6.0,5.0
289,2019-09-09,12,5.0,6.0,5.0
290,2019-09-09,13,5.0,6.0,5.0
291,2019-09-09,14,5.0,6.0,5.0
292,2019-09-09,15,5.0,6.0,5.0
293,2019-09-09,16,5.0,6.0,5.0
294,2019-09-09,19,5.0,7.0,6.0
295,2019-09-09,20,5.0,7.0,6.0
296,2019-09-09,21,5.0,7.0,6.0
297,2019-09-09,22,5.0,7.0,6.0
298,2019-09-09,23,5.0,7.0,6.0
299,2019-09-10,0,5.0,7.0,6.0
300,2019-09-10,1,5.0,7.0,6.0
301,2019-09-10,2,6.0,7.0,6.0
302,2019-09-10,3,6.0,7.0,6.0
303,2019-09-10,4,6.0,7.0,6.0
304,2019-09-10,5,6.0,7.0,6.0
305,2019-09-10,6,6.0,7.0,6.0
306,2019-09-10,7,6.0,7.0,6.0
307,2019-09-10,8,6.0,8.0,7.0
308,2019-09-10,9,6.0,8.0,7.0
309,2019-09-10,10,6.0,8.0,7.0
310,2019-09-10,11,6.0,8.0,7.0
311,2019-09-10,13,6.0,8.0,7.0
312,2019-09-10,14,6.0,8.0,7.0
313,2019-09-10,15,6.0,8.0,7.0
314,2019-09-10,16,6.0,8.0,7.0
315,2019-09-10,17,6.0,8.0,7.0
316,2019-09-10,18,7.0,8.0,7.0
317,2019-09-10,19,7.0,8.0,7.0
318,2019-09-10,20,7.0,8.0,7.0
319,2019-09-10,21,7.0,8.0,7.0
320,2019-09-10,22,7.0,8.0,7.0
321,2019-09-10,23,7.0,8.0,7.0
322,2019-09-11,0,7.0,8.0,7.0
323,2019-09-11,1,7.0,8.0,7.0
324,2019-09-11,2,7.0,8.0,7.0
325,2019-09-11,3,7.0,8.0,7.0
326,2019-09-11,4,7.0,8.0,7.0
327,2019-09-11,5,7.0,8.0,7.0
328,2019-09-11,6,7.0,8.0,7.0
329,2019-09-11,7,7.0,8.0,7.0
330,2019-09-11,8,7.0,8.0,7.0
331,2019-09-11,9,7.0,8.0,7.0
332,2019-09-11,10,7.0,8.0,7.0
333,2019-09-11,11,7.0,8.0,7.0
334,2019-09-11,12,7.0,8.0,7.0
335,2019-09-11,13,7.0,8.0,7.0
336,2019-09-11,14,7.0,9.0,8.0
337,2019-09-11,15,7.0,9.0,8.0
338,2019-09-11,16,7.0,9.0,8.0
339,2019-09-11,17,7.0,10.0,8.0
340,2019-09-11,18,7.0,10.0,8.0
341,2019-09-11,19,7.0,10.0,8.0
342,2019-09-11,20,7.0,11.0,9.0
343,2019-09-11,21,7.0,11.0,9.0
344,2019-09-11,22,7.0,11.0,9.0
345,2019-09-11,23,7.0,11.0,9.0
346,2019-09-12,1,7.0,11.0,9.0
347,2019-09-12,2,7.0,11.0,9.0
348,2019-09-12,3,8.0,11.0,9.0
349,2019-09-12,4,8.0,11.0,9.0
350,2019-09-12,5,8.0,11.0,9.0
351,2019-09-12,6,8.0,11.0,9.0
352,2019-09-12,7,8.0,12.0,10.0
353,2019-09-12,8,8.0,12.0,10.0
354,2019-09-12,9,8.0,12.0,10.0
355,2019-09-12,10,8.0,12.0,10.0
356,2019-09-12,11,8.0,13.0,10.0
357,2019-09-12,12,8.0,13.0,10.0
358,2019-09-12,13,9.0,13.0,11.0
359,2019-09-12,14,9.0,13.0,11.0
360,2019-09-12,15,9.0,13.0,11.0
361,2019-09-12,16,10.0,14.0,12.0
362,2019-09-12,17,10.0,14.0,12.0
363,2019-09-12,18,10.0,14.0,12.0
364,2019-09-12,19,11.0,14.0,12.0
365,2019-09-12,20,11.0,14.0,12.0
366,2019-09-12,21,11.0,14.0,12.0
367,2019-09-12,22,11.0,14.0,12.0
368,2019-09-12,23,11.0,14.0,12.0
369,2019-09-13,0,11.0,14.0,12.0
370,2019-09-13,1,11.0,14.0,12.0
371,2019-09-13,2,11.0,14.0,12.0
372,2019-09-13,3,10.0,14.0,12.0
373,2019-09-13,4,10.0,14.0,12.0
374,2019-09-13,5,10.0,14.0,12.0
375,2019-09-13,6,9.0,14.0,11.0
376,2019-09-13,7,9.0,14.0,11.0
377,2019-09-13,8,9.0,14.0,11.0
378,2019-09-13,9,8.0,14.0,11.0
379,2019-09-13,10,8.0,14.0,11.0
