Date,Hour,PM2_MIN,PM2_MAX,PM2_MOY
2019-08-28,00,400,400,400
2019-08-28,01,400,400,400
2019-08-28,02,400,400,400
2019-08-28,03,400,400,400
2019-08-28,04,400,400,400
2019-08-28,05,400,400,400
2019-08-28,06,400,400,400
2019-08-28,07,15,17,16
2019-08-28,08,15,17,16
2019-08-28,09,15,17,16
2019-08-28,10,15,17,16
2019-08-28,11,15,17,16
2019-08-28,12,15,17,16
2019-08-28,13,15,17,16
2019-08-28,14,15,17,16
2019-08-28,15,15,17,16
2019-08-28,16,15,17,16
2019-08-28,17,15,17,16
2019-08-28,18,15,17,16
2019-08-28,19,15,17,16
2019-08-28,20,15,17,16
2019-08-28,21,15,18,16
2019-08-28,22,15,18,16
2019-08-28,23,15,18,16
2019-08-29,00,15,18,16
2019-08-29,01,15,18,16
2019-08-29,02,15,18,16
2019-08-29,03,15,18,16
2019-08-29,04,15,18,16
2019-08-29,05,15,18,16
2019-08-29,06,16,18,17
2019-08-29,07,16,18,17
2019-08-29,08,16,18,17
2019-08-29,09,16,18,17
2019-08-29,10,16,18,17
2019-08-29,11,16,18,17
2019-08-29,12,16,18,17
2019-08-29,13,15,18,16
2019-08-29,14,15,18,16
2019-08-29,15,15,18,16
2019-08-29,16,15,18,16
2019-08-29,17,15,18,16
2019-08-29,18,15,18,16
2019-08-29,19,14,18,16
2019-08-29,20,14,18,16
2019-08-29,21,14,18,16
2019-08-29,22,14,18,16
2019-08-29,23,14,17,15
2019-08-30,00,14,17,15
2019-08-30,01,14,17,15
2019-08-30,02,14,17,15
2019-08-30,03,14,17,15
2019-08-30,04,13,17,15
2019-08-30,05,13,17,15
2019-08-30,06,13,16,14
2019-08-30,07,13,16,14
2019-08-30,08,12,16,14
2019-08-30,09,12,16,14
2019-08-30,10,12,16,14
2019-08-30,11,11,16,13
2019-08-30,12,11,15,13
2019-08-30,13,11,15,13
2019-08-30,14,10,15,12
2019-08-30,15,10,15,12
2019-08-30,16,10,15,12
2019-08-30,17,10,15,12
2019-08-30,18,9,14,11
2019-08-30,19,9,14,11
2019-08-30,20,9,14,11
2019-08-30,21,9,14,11
2019-08-30,22,9,14,11
2019-08-30,23,9,14,11
2019-08-31,00,8,14,11
2019-08-31,01,8,14,11
2019-08-31,02,8,14,11
2019-08-31,03,8,13,10
2019-08-31,04,8,13,10
2019-08-31,05,8,13,10
2019-08-31,06,8,13,10
2019-08-31,07,8,12,10
2019-08-31,08,8,12,10
2019-08-31,09,8,12,10
2019-08-31,10,8,11,9
2019-08-31,11,8,11,9
2019-08-31,12,8,11,9
2019-08-31,13,8,10,9
2019-08-31,14,8,10,9
2019-08-31,15,8,10,9
2019-08-31,16,8,10,9
2019-08-31,17,8,9,8
2019-08-31,18,8,9,8
2019-08-31,19,8,9,8
2019-08-31,20,8,9,8
2019-08-31,21,8,9,8
2019-08-31,22,8,9,8
2019-08-31,23,8,10,9
2019-09-01,00,8,10,9
2019-09-01,01,8,10,9
2019-09-01,02,8,10,9
2019-09-01,03,8,10,9
2019-09-01,04,8,10,9
2019-09-01,05,8,10,9
2019-09-01,06,8,10,9
2019-09-01,07,8,10,9
2019-09-01,08,8,10,9
2019-09-01,09,8,10,9
2019-09-01,10,8,10,9
2019-09-01,11,8,10,9
2019-09-01,12,9,10,9
2019-09-01,13,9,10,9
2019-09-01,14,9,10,9
2019-09-01,15,9,10,9
2019-09-01,16,9,10,9
2019-09-01,17,9,10,9
2019-09-01,18,9,10,9
2019-09-01,19,400,400,400
2019-09-01,20,9,10,9
2019-09-01,21,9,10,9
2019-09-01,22,9,10,9
2019-09-01,23,9,10,9
2019-09-02,00,9,10,9
2019-09-02,01,9,10,9
2019-09-02,02,9,10,9
2019-09-02,03,8,10,9
2019-09-02,04,8,10,9
2019-09-02,05,8,10,9
2019-09-02,06,8,10,9
2019-09-02,07,8,10,9
2019-09-02,08,8,10,9
2019-09-02,09,8,10,9
2019-09-02,10,8,10,9
2019-09-02,11,8,10,9
2019-09-02,12,8,10,9
2019-09-02,13,8,10,9
2019-09-02,14,8,10,9
2019-09-02,15,8,11,9
2019-09-02,16,8,11,9
2019-09-02,17,8,12,10
2019-09-02,18,8,12,10
2019-09-02,19,8,12,10
2019-09-02,20,8,12,10
2019-09-02,21,8,12,10
2019-09-02,22,8,13,10
2019-09-02,23,8,13,10
2019-09-03,00,8,14,11
2019-09-03,01,8,14,11
2019-09-03,02,8,14,11
2019-09-03,03,8,14,11
2019-09-03,04,8,14,11
2019-09-03,05,8,14,11
2019-09-03,06,9,14,11
2019-09-03,07,9,14,11
2019-09-03,08,9,14,11
2019-09-03,09,9,14,11
2019-09-03,10,10,14,12
2019-09-03,11,10,14,12
2019-09-03,12,10,14,12
2019-09-03,13,10,14,12
2019-09-03,14,9,14,11
2019-09-03,15,9,14,11
2019-09-03,16,9,14,11
2019-09-03,17,8,14,11
2019-09-03,18,8,14,11
2019-09-03,19,8,14,11
2019-09-03,20,400,400,400
2019-09-03,21,400,400,400
2019-09-03,22,7,14,10
2019-09-03,23,6,14,10
2019-09-04,00,6,13,9
2019-09-04,01,6,13,9
2019-09-04,02,6,13,9
2019-09-04,03,6,13,9
2019-09-04,04,6,13,9
2019-09-04,05,6,12,9
2019-09-04,06,6,12,9
2019-09-04,07,6,12,9
2019-09-04,08,5,11,8
2019-09-04,09,5,11,8
2019-09-04,10,5,11,8
2019-09-04,11,5,10,7
2019-09-04,12,5,10,7
2019-09-04,13,5,9,7
2019-09-04,14,5,9,7
2019-09-04,15,4,9,6
2019-09-04,16,4,8,6
2019-09-04,17,4,8,6
2019-09-04,18,4,8,6
2019-09-04,19,4,8,6
2019-09-04,20,4,7,5
2019-09-04,21,4,7,5
2019-09-04,22,4,6,5
2019-09-04,23,4,6,5
2019-09-05,00,4,6,5
2019-09-05,01,4,6,5
2019-09-05,02,4,6,5
2019-09-05,03,4,6,5
2019-09-05,04,4,6,5
2019-09-05,05,4,6,5
2019-09-05,06,4,6,5
2019-09-05,07,4,5,4
2019-09-05,08,4,5,4
2019-09-05,09,4,5,4
2019-09-05,10,4,5,4
2019-09-05,11,4,5,4
2019-09-05,12,4,5,4
2019-09-05,13,4,5,4
2019-09-05,14,4,5,4
2019-09-05,15,4,5,4
2019-09-05,16,4,5,4
2019-09-05,17,4,6,5
2019-09-05,18,400,400,400
2019-09-05,19,4,6,5
2019-09-05,20,4,6,5
2019-09-05,21,4,6,5
2019-09-05,22,4,6,5
2019-09-05,23,4,6,5
2019-09-06,00,4,6,5
2019-09-06,01,4,6,5
2019-09-06,02,4,6,5
2019-09-06,03,4,6,5
2019-09-06,04,5,6,5
2019-09-06,05,5,6,5
2019-09-06,06,5,6,5
2019-09-06,07,5,6,5
2019-09-06,08,5,6,5
2019-09-06,09,5,6,5
2019-09-06,10,5,6,5
2019-09-06,11,5,6,5
2019-09-06,12,5,6,5
2019-09-06,13,5,6,5
2019-09-06,14,5,6,5
2019-09-06,15,5,7,6
2019-09-06,16,5,7,6
2019-09-06,17,5,7,6
2019-09-06,18,5,7,6
2019-09-06,19,5,8,6
2019-09-06,20,5,8,6
2019-09-06,21,5,8,6
2019-09-06,22,5,8,6
2019-09-06,23,5,8,6
2019-09-07,00,5,8,6
2019-09-07,01,5,8,6
2019-09-07,02,5,8,6
2019-09-07,03,5,8,6
2019-09-07,04,5,8,6
2019-09-07,05,5,8,6
2019-09-07,06,5,8,6
2019-09-07,07,5,8,6
2019-09-07,08,5,8,6
2019-09-07,09,5,8,6
2019-09-07,10,5,8,6
2019-09-07,11,6,8,7
2019-09-07,12,6,8,7
2019-09-07,13,5,8,6
2019-09-07,14,5,8,6
2019-09-07,15,5,8,6
2019-09-07,16,4,8,6
2019-09-07,17,4,8,6
2019-09-07,18,4,8,6
2019-09-07,19,4,8,6
2019-09-07,20,4,8,6
2019-09-07,21,4,7,5
2019-09-07,22,4,7,5
2019-09-07,23,4,7,5
2019-09-08,00,4,7,5
2019-09-08,01,4,7,5
2019-09-08,02,4,7,5
2019-09-08,03,4,7,5
2019-09-08,04,4,7,5
2019-09-08,05,4,7,5
2019-09-08,06,4,6,5
2019-09-08,07,4,6,5
2019-09-08,08,4,7,5
2019-09-08,09,4,7,5
2019-09-08,10,4,7,5
2019-09-08,11,4,8,6
2019-09-08,12,4,8,6
2019-09-08,13,4,8,6
2019-09-08,14,4,8,6
2019-09-08,15,4,8,6
2019-09-08,16,4,8,6
2019-09-08,17,5,8,6
2019-09-08,18,5,8,6
2019-09-08,19,5,8,6
2019-09-08,20,5,8,6
2019-09-08,21,5,8,6
2019-09-08,22,5,8,6
2019-09-08,23,5,8,6
2019-09-09,00,5,8,6
2019-09-09,01,5,8,6
2019-09-09,02,6,8,7
2019-09-09,03,6,8,7
2019-09-09,04,6,8,7
2019-09-09,05,6,8,7
2019-09-09,06,6,8,7
2019-09-09,07,7,8,7
2019-09-09,08,7,8,7
2019-09-09,09,7,8,7
2019-09-09,10,7,8,7
2019-09-09,11,7,8,7
2019-09-09,12,7,8,7
