Date,Hour,PM2_MIN,PM2_MAX,PM2_MOY
2019-08-28,00,400,400,400
2019-08-28,01,400,400,400
2019-08-28,02,400,400,400
2019-08-28,03,400,400,400
2019-08-28,04,400,400,400
2019-08-28,05,400,400,400
2019-08-28,06,400,400,400
2019-08-28,07,16,17,16
2019-08-28,08,16,18,17
2019-08-28,09,16,18,17
2019-08-28,10,16,18,17
2019-08-28,11,16,19,17
2019-08-28,12,16,19,17
2019-08-28,13,17,19,18
2019-08-28,14,17,19,18
2019-08-28,15,17,20,18
2019-08-28,16,17,20,18
2019-08-28,17,17,20,18
2019-08-28,18,17,20,18
2019-08-28,19,17,20,18
2019-08-28,20,17,20,18
2019-08-28,21,17,20,18
2019-08-28,22,17,20,18
2019-08-28,23,17,20,18
2019-08-29,00,17,20,18
2019-08-29,01,17,20,18
2019-08-29,02,17,20,18
2019-08-29,03,17,20,18
2019-08-29,04,17,20,18
2019-08-29,05,17,20,18
2019-08-29,06,17,20,18
2019-08-29,07,18,20,19
2019-08-29,08,18,20,19
2019-08-29,09,18,20,19
2019-08-29,10,18,20,19
2019-08-29,11,18,20,19
2019-08-29,12,18,20,19
2019-08-29,13,18,20,19
2019-08-29,14,18,20,19
2019-08-29,15,18,20,19
2019-08-29,16,18,20,19
2019-08-29,17,18,20,19
2019-08-29,18,18,20,19
2019-08-29,19,18,20,19
2019-08-29,20,18,20,19
2019-08-29,21,18,20,19
2019-08-29,22,18,20,19
2019-08-29,23,18,20,19
2019-08-30,00,18,20,19
2019-08-30,01,18,20,19
2019-08-30,02,18,20,19
2019-08-30,03,18,20,19
2019-08-30,04,17,20,18
2019-08-30,05,17,20,18
2019-08-30,06,17,20,18
2019-08-30,07,16,20,18
2019-08-30,08,15,20,17
2019-08-30,09,13,20,16
2019-08-30,10,13,19,16
2019-08-30,11,13,19,16
2019-08-30,12,12,19,15
2019-08-30,13,12,19,15
2019-08-30,14,11,18,14
2019-08-30,15,11,18,14
2019-08-30,16,10,18,14
2019-08-30,17,10,18,14
2019-08-30,18,9,18,13
2019-08-30,19,9,18,13
2019-08-30,20,9,18,13
2019-08-30,21,8,18,13
2019-08-30,22,8,18,13
2019-08-30,23,8,18,13
2019-08-31,00,8,18,13
2019-08-31,01,8,18,13
2019-08-31,02,8,18,13
2019-08-31,03,8,17,12
2019-08-31,04,7,17,12
2019-08-31,05,7,17,12
2019-08-31,06,7,16,11
2019-08-31,07,7,15,11
2019-08-31,08,7,13,10
2019-08-31,09,7,13,10
2019-08-31,10,7,13,10
2019-08-31,11,7,12,9
2019-08-31,12,7,12,9
2019-08-31,13,7,11,9
2019-08-31,14,7,11,9
2019-08-31,15,7,10,8
2019-08-31,16,7,10,8
2019-08-31,17,7,9,8
2019-08-31,18,7,9,8
2019-08-31,19,7,9,8
2019-08-31,20,7,9,8
2019-08-31,21,7,9,8
2019-08-31,22,7,10,8
2019-08-31,23,7,10,8
2019-09-01,00,7,10,8
2019-09-01,01,7,10,8
2019-09-01,02,7,10,8
2019-09-01,03,7,10,8
2019-09-01,04,7,10,8
2019-09-01,05,7,10,8
2019-09-01,06,7,10,8
2019-09-01,07,8,10,9
2019-09-01,08,8,10,9
2019-09-01,09,8,10,9
2019-09-01,10,8,10,9
2019-09-01,11,8,10,9
2019-09-01,12,8,10,9
2019-09-01,13,9,10,9
2019-09-01,14,9,10,9
2019-09-01,15,9,10,9
2019-09-01,16,9,10,9
2019-09-01,17,9,10,9
2019-09-01,18,9,10,9
2019-09-01,19,400,400,400
2019-09-01,20,9,10,9
2019-09-01,21,9,10,9
2019-09-01,22,9,10,9
2019-09-01,23,9,10,9
2019-09-02,00,9,10,9
2019-09-02,01,9,10,9
2019-09-02,02,9,10,9
2019-09-02,03,9,10,9
2019-09-02,04,9,10,9
2019-09-02,05,9,10,9
2019-09-02,06,9,10,9
2019-09-02,07,9,11,10
2019-09-02,08,9,11,10
2019-09-02,09,9,12,10
2019-09-02,10,9,12,10
2019-09-02,11,9,13,11
2019-09-02,12,9,13,11
2019-09-02,13,9,14,11
2019-09-02,14,9,14,11
2019-09-02,15,9,15,12
2019-09-02,16,9,15,12
2019-09-02,17,9,15,12
2019-09-02,18,9,15,12
2019-09-02,19,9,16,12
2019-09-02,20,9,16,12
2019-09-02,21,9,16,12
2019-09-02,22,9,17,13
2019-09-02,23,9,17,13
2019-09-03,00,9,17,13
2019-09-03,01,9,17,13
2019-09-03,02,10,17,13
2019-09-03,03,10,17,13
2019-09-03,04,10,17,13
2019-09-03,05,10,17,13
2019-09-03,06,11,17,14
2019-09-03,07,11,17,14
2019-09-03,08,12,17,14
2019-09-03,09,12,17,14
2019-09-03,10,12,17,14
2019-09-03,11,11,17,14
2019-09-03,12,11,17,14
2019-09-03,13,10,17,13
2019-09-03,14,10,17,13
2019-09-03,15,9,17,13
2019-09-03,16,9,17,13
2019-09-03,17,8,17,12
2019-09-03,18,8,17,12
2019-09-03,19,8,17,12
2019-09-03,20,400,400,400
2019-09-03,21,400,400,400
2019-09-03,22,7,17,12
2019-09-03,23,7,17,12
2019-09-04,00,7,17,12
2019-09-04,01,6,16,11
2019-09-04,02,6,16,11
2019-09-04,03,6,15,10
2019-09-04,04,6,15,10
2019-09-04,05,6,14,10
2019-09-04,06,6,13,9
2019-09-04,07,6,13,9
2019-09-04,08,6,13,9
2019-09-04,09,6,12,9
2019-09-04,10,6,11,8
2019-09-04,11,6,11,8
2019-09-04,12,6,10,8
2019-09-04,13,5,10,7
2019-09-04,14,5,9,7
2019-09-04,15,5,9,7
2019-09-04,16,5,8,6
2019-09-04,17,5,8,6
2019-09-04,18,5,8,6
2019-09-04,19,5,8,6
2019-09-04,20,5,7,6
2019-09-04,21,5,7,6
2019-09-04,22,5,7,6
2019-09-04,23,5,7,6
2019-09-05,00,5,6,5
2019-09-05,01,5,6,5
2019-09-05,02,5,6,5
2019-09-05,03,5,6,5
2019-09-05,04,5,6,5
2019-09-05,05,5,6,5
2019-09-05,06,5,6,5
2019-09-05,07,5,6,5
2019-09-05,08,5,6,5
2019-09-05,09,5,6,5
2019-09-05,10,5,6,5
2019-09-05,11,5,6,5
2019-09-05,12,5,6,5
2019-09-05,13,5,6,5
2019-09-05,14,5,6,5
2019-09-05,15,5,6,5
2019-09-05,16,5,6,5
2019-09-05,17,5,6,5
2019-09-05,18,400,400,400
2019-09-05,19,5,6,5
2019-09-05,20,5,6,5
2019-09-05,21,5,6,5
2019-09-05,22,5,6,5
2019-09-05,23,5,6,5
2019-09-06,00,5,6,5
2019-09-06,01,5,6,5
2019-09-06,02,5,6,5
2019-09-06,03,5,6,5
2019-09-06,04,5,6,5
2019-09-06,05,5,6,5
2019-09-06,06,5,6,5
2019-09-06,07,5,6,5
2019-09-06,08,5,6,5
2019-09-06,09,5,6,5
2019-09-06,10,5,6,5
2019-09-06,11,5,6,5
2019-09-06,12,5,6,5
2019-09-06,13,5,6,5
2019-09-06,14,5,6,5
2019-09-06,15,5,7,6
2019-09-06,16,5,7,6
2019-09-06,17,5,7,6
2019-09-06,18,5,7,6
2019-09-06,19,5,7,6
2019-09-06,20,5,7,6
2019-09-06,21,5,7,6
2019-09-06,22,5,7,6
2019-09-06,23,5,7,6
2019-09-07,00,5,7,6
2019-09-07,01,5,7,6
2019-09-07,02,5,7,6
2019-09-07,03,5,7,6
2019-09-07,04,5,7,6
2019-09-07,05,5,7,6
2019-09-07,06,5,7,6
2019-09-07,07,5,7,6
2019-09-07,08,5,7,6
2019-09-07,09,5,7,6
2019-09-07,10,5,7,6
2019-09-07,11,6,7,6
2019-09-07,12,6,7,6
2019-09-07,13,6,7,6
2019-09-07,14,6,7,6
2019-09-07,15,6,7,6
2019-09-07,16,6,7,6
2019-09-07,17,6,7,6
2019-09-07,18,6,7,6
2019-09-07,19,6,7,6
2019-09-07,20,6,7,6
2019-09-07,21,6,7,6
2019-09-07,22,6,7,6
2019-09-07,23,6,7,6
2019-09-08,00,6,7,6
2019-09-08,01,6,7,6
2019-09-08,02,6,7,6
2019-09-08,03,6,7,6
2019-09-08,04,6,7,6
2019-09-08,05,6,7,6
2019-09-08,06,6,7,6
2019-09-08,07,6,7,6
2019-09-08,08,6,8,7
2019-09-08,09,6,8,7
2019-09-08,10,6,9,7
2019-09-08,11,6,9,7
2019-09-08,12,6,9,7
2019-09-08,13,6,9,7
2019-09-08,14,6,9,7
2019-09-08,15,6,9,7
2019-09-08,16,6,9,7
2019-09-08,17,6,10,8
2019-09-08,18,6,10,8
2019-09-08,19,6,10,8
2019-09-08,20,6,10,8
2019-09-08,21,6,10,8
2019-09-08,22,6,10,8
2019-09-08,23,6,10,8
2019-09-09,00,6,10,8
2019-09-09,01,6,10,8
2019-09-09,02,6,10,8
2019-09-09,03,7,11,9
2019-09-09,04,7,11,9
2019-09-09,05,7,11,9
2019-09-09,06,7,11,9
2019-09-09,07,8,11,9
2019-09-09,08,8,11,9
2019-09-09,09,9,11,10
2019-09-09,10,9,11,10
2019-09-09,11,9,11,10
2019-09-09,12,9,11,10
