Date,Hour,PM2_MIN,PM2_MAX,PM2_MOY
2019-08-28,00,400,400,400
2019-08-28,01,400,400,400
2019-08-28,02,400,400,400
2019-08-28,03,400,400,400
2019-08-28,04,400,400,400
2019-08-28,05,400,400,400
2019-08-28,06,400,400,400
2019-08-28,07,12,13,12
2019-08-28,08,12,13,12
2019-08-28,09,12,13,12
2019-08-28,10,12,13,12
2019-08-28,11,12,13,12
2019-08-28,12,12,13,12
2019-08-28,13,12,13,12
2019-08-28,14,12,13,12
2019-08-28,15,12,13,12
2019-08-28,16,12,13,12
2019-08-28,17,12,13,12
2019-08-28,18,12,13,12
2019-08-28,19,12,13,12
2019-08-28,20,12,13,12
2019-08-28,21,12,13,12
2019-08-28,22,12,13,12
2019-08-28,23,400,400,400
2019-08-29,00,400,400,400
2019-08-29,01,400,400,400
2019-08-29,02,400,400,400
2019-08-29,03,400,400,400
2019-08-29,04,12,13,12
2019-08-29,05,12,13,12
2019-08-29,06,12,13,12
2019-08-29,07,12,13,12
2019-08-29,08,12,13,12
2019-08-29,09,12,13,12
2019-08-29,10,12,13,12
2019-08-29,11,12,13,12
2019-08-29,12,12,13,12
2019-08-29,13,11,13,12
2019-08-29,14,11,13,12
2019-08-29,15,10,13,11
2019-08-29,16,10,13,11
2019-08-29,17,10,13,11
2019-08-29,18,10,13,11
2019-08-29,19,10,13,11
2019-08-29,20,10,13,11
2019-08-29,21,10,13,11
2019-08-29,22,10,13,11
2019-08-29,23,10,13,11
2019-08-30,00,10,13,11
2019-08-30,01,10,13,11
2019-08-30,02,10,12,11
2019-08-30,03,10,12,11
2019-08-30,04,10,12,11
2019-08-30,05,10,12,11
2019-08-30,06,10,12,11
2019-08-30,07,10,12,11
2019-08-30,08,10,12,11
2019-08-30,09,10,12,11
2019-08-30,10,10,12,11
2019-08-30,11,10,12,11
2019-08-30,12,10,12,11
2019-08-30,13,10,12,11
2019-08-30,14,10,12,11
2019-08-30,15,10,12,11
2019-08-30,16,10,12,11
2019-08-30,17,10,12,11
2019-08-30,18,10,12,11
2019-08-30,19,10,12,11
2019-08-30,20,10,12,11
2019-08-30,21,10,12,11
2019-08-30,22,10,12,11
2019-08-30,23,11,12,11
2019-08-31,00,11,12,11
2019-08-31,01,11,12,11
2019-08-31,02,11,11,11
2019-08-31,03,11,11,11
2019-08-31,04,11,11,11
2019-08-31,05,400,400,400
2019-08-31,06,400,400,400
2019-08-31,07,400,400,400
2019-08-31,08,400,400,400
2019-08-31,09,400,400,400
2019-08-31,10,400,400,400
2019-08-31,11,400,400,400
2019-08-31,12,400,400,400
2019-08-31,13,400,400,400
2019-08-31,14,400,400,400
2019-08-31,15,400,400,400
2019-08-31,16,400,400,400
2019-08-31,17,400,400,400
2019-08-31,18,400,400,400
2019-08-31,19,400,400,400
2019-08-31,20,400,400,400
2019-08-31,21,400,400,400
2019-08-31,22,400,400,400
2019-08-31,23,4,4,4
2019-09-01,00,4,4,4
2019-09-01,01,4,7,5
2019-09-01,02,4,14,9
2019-09-01,03,4,19,11
2019-09-01,04,4,20,12
2019-09-01,05,4,20,12
2019-09-01,06,4,20,12
2019-09-01,07,4,20,12
2019-09-01,08,4,20,12
2019-09-01,09,4,20,12
2019-09-01,10,4,20,12
2019-09-01,11,4,20,12
2019-09-01,12,4,20,12
2019-09-01,13,4,20,12
2019-09-01,14,4,20,12
2019-09-01,15,4,20,12
2019-09-01,16,4,20,12
2019-09-01,17,4,20,12
2019-09-01,18,4,20,12
2019-09-01,19,400,400,400
2019-09-01,20,4,20,12
2019-09-01,21,4,20,12
2019-09-01,22,4,20,12
2019-09-01,23,4,20,12
2019-09-02,00,6,20,13
2019-09-02,01,7,20,13
2019-09-02,02,7,20,13
2019-09-02,03,7,18,12
2019-09-02,04,7,15,11
2019-09-02,05,7,14,10
2019-09-02,06,7,13,10
2019-09-02,07,7,12,9
2019-09-02,08,7,11,9
2019-09-02,09,7,11,9
2019-09-02,10,7,11,9
2019-09-02,11,7,11,9
2019-09-02,12,7,12,9
2019-09-02,13,7,12,9
2019-09-02,14,7,12,9
2019-09-02,15,7,13,10
2019-09-02,16,7,13,10
2019-09-02,17,7,13,10
2019-09-02,18,7,13,10
2019-09-02,19,7,13,10
2019-09-02,20,7,13,10
2019-09-02,21,7,14,10
2019-09-02,22,7,14,10
2019-09-02,23,7,14,10
2019-09-03,00,7,14,10
2019-09-03,01,8,14,11
2019-09-03,02,9,14,11
2019-09-03,03,10,14,12
2019-09-03,04,10,14,12
2019-09-03,05,10,14,12
2019-09-03,06,9,14,11
2019-09-03,07,9,14,11
2019-09-03,08,9,14,11
2019-09-03,09,9,14,11
2019-09-03,10,8,14,11
2019-09-03,11,8,14,11
2019-09-03,12,8,14,11
2019-09-03,13,7,14,10
2019-09-03,14,7,14,10
2019-09-03,15,6,14,10
2019-09-03,16,6,14,10
2019-09-03,17,6,14,10
2019-09-03,18,6,14,10
2019-09-03,19,6,14,10
2019-09-03,20,400,400,400
2019-09-03,21,400,400,400
2019-09-03,22,5,14,9
2019-09-03,23,5,14,9
2019-09-04,00,5,14,9
2019-09-04,01,5,14,9
2019-09-04,02,5,10,7
2019-09-04,03,5,10,7
2019-09-04,04,5,10,7
2019-09-04,05,5,9,7
2019-09-04,06,5,9,7
2019-09-04,07,5,9,7
2019-09-04,08,5,9,7
2019-09-04,09,5,8,6
2019-09-04,10,5,8,6
2019-09-04,11,5,8,6
2019-09-04,12,5,7,6
2019-09-04,13,4,7,5
2019-09-04,14,4,6,5
2019-09-04,15,4,6,5
2019-09-04,16,4,6,5
2019-09-04,17,4,6,5
2019-09-04,18,4,6,5
2019-09-04,19,4,5,4
2019-09-04,20,4,5,4
2019-09-04,21,3,5,4
2019-09-04,22,3,5,4
2019-09-04,23,3,5,4
2019-09-05,00,3,5,4
2019-09-05,01,3,5,4
2019-09-05,02,3,5,4
2019-09-05,03,3,5,4
2019-09-05,04,3,5,4
2019-09-05,05,3,5,4
2019-09-05,06,3,5,4
2019-09-05,07,3,5,4
2019-09-05,08,3,5,4
2019-09-05,09,3,5,4
2019-09-05,10,3,5,4
2019-09-05,11,3,5,4
2019-09-05,12,3,5,4
2019-09-05,13,3,5,4
2019-09-05,14,3,5,4
2019-09-05,15,3,5,4
2019-09-05,16,3,5,4
2019-09-05,17,3,5,4
2019-09-05,18,400,400,400
2019-09-05,19,3,5,4
2019-09-05,20,3,5,4
2019-09-05,21,3,5,4
2019-09-05,22,3,5,4
2019-09-05,23,3,5,4
2019-09-06,00,3,5,4
2019-09-06,01,3,5,4
2019-09-06,02,3,5,4
2019-09-06,03,4,5,4
2019-09-06,04,4,5,4
2019-09-06,05,4,5,4
2019-09-06,06,4,5,4
2019-09-06,07,4,5,4
2019-09-06,08,4,5,4
2019-09-06,09,4,5,4
2019-09-06,10,4,5,4
2019-09-06,11,4,5,4
2019-09-06,12,4,5,4
2019-09-06,13,4,5,4
2019-09-06,14,4,5,4
2019-09-06,15,4,5,4
2019-09-06,16,4,5,4
2019-09-06,17,4,5,4
2019-09-06,18,4,5,4
2019-09-06,19,4,5,4
2019-09-06,20,4,5,4
2019-09-06,21,4,5,4
2019-09-06,22,4,5,4
2019-09-06,23,4,5,4
2019-09-07,00,4,5,4
2019-09-07,01,4,5,4
2019-09-07,02,4,5,4
2019-09-07,03,4,5,4
2019-09-07,04,4,5,4
2019-09-07,05,4,5,4
2019-09-07,06,4,5,4
2019-09-07,07,4,5,4
2019-09-07,08,4,5,4
2019-09-07,09,4,5,4
2019-09-07,10,4,5,4
2019-09-07,11,4,5,4
2019-09-07,12,4,5,4
2019-09-07,13,4,5,4
2019-09-07,14,4,5,4
2019-09-07,15,4,5,4
2019-09-07,16,3,5,4
2019-09-07,17,3,5,4
2019-09-07,18,3,5,4
2019-09-07,19,3,5,4
2019-09-07,20,3,5,4
2019-09-07,21,3,5,4
2019-09-07,22,3,5,4
2019-09-07,23,3,5,4
2019-09-08,00,3,5,4
2019-09-08,01,3,5,4
2019-09-08,02,3,5,4
2019-09-08,03,3,5,4
2019-09-08,04,3,5,4
2019-09-08,05,3,4,3
2019-09-08,06,3,4,3
2019-09-08,07,3,5,4
2019-09-08,08,3,5,4
2019-09-08,09,3,5,4
2019-09-08,10,3,5,4
2019-09-08,11,3,5,4
2019-09-08,12,3,5,4
2019-09-08,13,3,5,4
2019-09-08,14,3,5,4
2019-09-08,15,3,5,4
2019-09-08,16,3,5,4
2019-09-08,17,4,5,4
2019-09-08,18,4,5,4
2019-09-08,19,4,5,4
2019-09-08,20,4,5,4
2019-09-08,21,4,5,4
2019-09-08,22,4,5,4
2019-09-08,23,4,5,4
2019-09-09,00,4,5,4
2019-09-09,01,4,5,4
2019-09-09,02,4,5,4
2019-09-09,03,4,6,5
2019-09-09,04,4,6,5
2019-09-09,05,4,6,5
2019-09-09,06,5,6,5
2019-09-09,07,5,6,5
2019-09-09,08,5,6,5
2019-09-09,09,5,6,5
2019-09-09,10,5,6,5
2019-09-09,11,5,6,5
2019-09-09,12,5,6,5
