Date,Hour,PM2_MIN,PM2_MAX,PM2_MOY
2019-08-28,00,400,400,400
2019-08-28,01,400,400,400
2019-08-28,02,400,400,400
2019-08-28,03,400,400,400
2019-08-28,04,400,400,400
2019-08-28,05,400,400,400
2019-08-28,06,400,400,400
2019-08-28,07,18,20,19
2019-08-28,08,18,20,19
2019-08-28,09,19,20,19
2019-08-28,10,19,20,19
2019-08-28,11,19,20,19
2019-08-28,12,19,20,19
2019-08-28,13,19,20,19
2019-08-28,14,20,21,20
2019-08-28,15,20,21,20
2019-08-28,16,20,21,20
2019-08-28,17,20,21,20
2019-08-28,18,20,21,20
2019-08-28,19,20,21,20
2019-08-28,20,20,21,20
2019-08-28,21,20,21,20
2019-08-28,22,20,21,20
2019-08-28,23,20,21,20
2019-08-29,00,20,21,20
2019-08-29,01,20,21,20
2019-08-29,02,20,21,20
2019-08-29,03,19,21,20
2019-08-29,04,19,21,20
2019-08-29,05,19,21,20
2019-08-29,06,19,21,20
2019-08-29,07,19,21,20
2019-08-29,08,19,21,20
2019-08-29,09,19,21,20
2019-08-29,10,18,21,19
2019-08-29,11,18,21,19
2019-08-29,12,18,21,19
2019-08-29,13,17,21,19
2019-08-29,14,17,21,19
2019-08-29,15,17,21,19
2019-08-29,16,17,21,19
2019-08-29,17,17,21,19
2019-08-29,18,17,21,19
2019-08-29,19,16,21,18
2019-08-29,20,16,21,18
2019-08-29,21,16,21,18
2019-08-29,22,16,20,18
2019-08-29,23,16,20,18
2019-08-30,00,16,20,18
2019-08-30,01,16,20,18
2019-08-30,02,15,19,17
2019-08-30,03,15,19,17
2019-08-30,04,15,19,17
2019-08-30,05,15,19,17
2019-08-30,06,15,19,17
2019-08-30,07,14,19,16
2019-08-30,08,14,19,16
2019-08-30,09,13,18,15
2019-08-30,10,13,18,15
2019-08-30,11,13,18,15
2019-08-30,12,12,17,14
2019-08-30,13,12,17,14
2019-08-30,14,12,17,14
2019-08-30,15,11,17,14
2019-08-30,16,11,17,14
2019-08-30,17,11,17,14
2019-08-30,18,11,16,13
2019-08-30,19,11,16,13
2019-08-30,20,10,16,13
2019-08-30,21,10,16,13
2019-08-30,22,10,16,13
2019-08-30,23,10,16,13
2019-08-31,00,10,16,13
2019-08-31,01,10,15,12
2019-08-31,02,10,15,12
2019-08-31,03,10,15,12
2019-08-31,04,10,15,12
2019-08-31,05,10,15,12
2019-08-31,06,9,14,11
2019-08-31,07,9,14,11
2019-08-31,08,9,13,11
2019-08-31,09,9,13,11
2019-08-31,10,9,13,11
2019-08-31,11,9,12,10
2019-08-31,12,9,12,10
2019-08-31,13,9,12,10
2019-08-31,14,9,11,10
2019-08-31,15,9,11,10
2019-08-31,16,9,11,10
2019-08-31,17,9,11,10
2019-08-31,18,9,11,10
2019-08-31,19,9,12,10
2019-08-31,20,9,12,10
2019-08-31,21,9,12,10
2019-08-31,22,9,12,10
2019-08-31,23,9,12,10
2019-09-01,00,9,12,10
2019-09-01,01,9,12,10
2019-09-01,02,9,12,10
2019-09-01,03,9,12,10
2019-09-01,04,9,13,11
2019-09-01,05,9,14,11
2019-09-01,06,9,14,11
2019-09-01,07,10,15,12
2019-09-01,08,10,15,12
2019-09-01,09,10,15,12
2019-09-01,10,10,15,12
2019-09-01,11,10,15,12
2019-09-01,12,10,15,12
2019-09-01,13,10,15,12
2019-09-01,14,10,15,12
2019-09-01,15,11,15,13
2019-09-01,16,11,15,13
2019-09-01,17,11,15,13
2019-09-01,18,12,15,13
2019-09-01,19,400,400,400
2019-09-01,20,12,15,13
2019-09-01,21,12,15,13
2019-09-01,22,12,15,13
2019-09-01,23,12,15,13
2019-09-02,00,12,15,13
2019-09-02,01,12,15,13
2019-09-02,02,12,15,13
2019-09-02,03,12,15,13
2019-09-02,04,12,15,13
2019-09-02,05,11,15,13
2019-09-02,06,11,15,13
2019-09-02,07,11,15,13
2019-09-02,08,11,15,13
2019-09-02,09,11,15,13
2019-09-02,10,11,14,12
2019-09-02,11,11,14,12
2019-09-02,12,11,14,12
2019-09-02,13,11,14,12
2019-09-02,14,11,14,12
2019-09-02,15,11,15,13
2019-09-02,16,11,15,13
2019-09-02,17,11,15,13
2019-09-02,18,11,15,13
2019-09-02,19,11,15,13
2019-09-02,20,11,15,13
2019-09-02,21,11,16,13
2019-09-02,22,11,16,13
2019-09-02,23,11,17,14
2019-09-03,00,11,17,14
2019-09-03,01,11,17,14
2019-09-03,02,11,17,14
2019-09-03,03,11,17,14
2019-09-03,04,11,17,14
2019-09-03,05,11,17,14
2019-09-03,06,12,17,14
2019-09-03,07,12,17,14
2019-09-03,08,12,17,14
2019-09-03,09,12,17,14
2019-09-03,10,12,17,14
2019-09-03,11,13,17,15
2019-09-03,12,13,17,15
2019-09-03,13,12,17,14
2019-09-03,14,12,17,14
2019-09-03,15,11,17,14
2019-09-03,16,11,17,14
2019-09-03,17,10,17,13
2019-09-03,18,10,17,13
2019-09-03,19,10,17,13
2019-09-03,20,400,400,400
2019-09-03,21,400,400,400
2019-09-03,22,9,17,13
2019-09-03,23,9,17,13
2019-09-04,00,8,17,12
2019-09-04,01,8,17,12
2019-09-04,02,8,17,12
2019-09-04,03,8,17,12
2019-09-04,04,8,16,12
2019-09-04,05,8,16,12
2019-09-04,06,8,15,11
2019-09-04,07,8,15,11
2019-09-04,08,7,14,10
2019-09-04,09,7,14,10
2019-09-04,10,7,14,10
2019-09-04,11,7,13,10
2019-09-04,12,7,12,9
2019-09-04,13,7,12,9
2019-09-04,14,6,11,8
2019-09-04,15,400,400,400
2019-09-04,16,6,10,8
2019-09-04,17,6,10,8
2019-09-04,18,6,10,8
2019-09-04,19,6,10,8
2019-09-04,20,6,9,7
2019-09-04,21,6,9,7
2019-09-04,22,6,9,7
2019-09-04,23,6,8,7
2019-09-05,00,6,8,7
2019-09-05,01,6,8,7
2019-09-05,02,6,8,7
2019-09-05,03,6,8,7
2019-09-05,04,6,8,7
2019-09-05,05,6,8,7
2019-09-05,06,6,8,7
2019-09-05,07,6,7,6
2019-09-05,08,6,7,6
2019-09-05,09,6,7,6
2019-09-05,10,6,7,6
2019-09-05,11,6,8,7
2019-09-05,12,6,8,7
2019-09-05,13,6,8,7
2019-09-05,14,6,8,7
2019-09-05,15,6,8,7
2019-09-05,16,6,8,7
2019-09-05,17,6,8,7
2019-09-05,18,400,400,400
2019-09-05,19,400,400,400
2019-09-05,20,6,8,7
2019-09-05,21,6,8,7
2019-09-05,22,6,8,7
2019-09-05,23,6,8,7
2019-09-06,00,6,8,7
2019-09-06,01,6,8,7
2019-09-06,02,7,8,7
2019-09-06,03,7,8,7
2019-09-06,04,6,8,7
2019-09-06,05,6,8,7
2019-09-06,06,6,8,7
2019-09-06,07,6,8,7
2019-09-06,08,6,8,7
2019-09-06,09,6,8,7
2019-09-06,10,6,8,7
2019-09-06,11,6,8,7
2019-09-06,12,6,8,7
2019-09-06,13,6,8,7
2019-09-06,14,6,8,7
2019-09-06,15,6,8,7
2019-09-06,16,6,8,7
2019-09-06,17,6,8,7
2019-09-06,18,6,8,7
2019-09-06,19,6,8,7
2019-09-06,20,6,8,7
2019-09-06,21,6,8,7
2019-09-06,22,6,8,7
2019-09-06,23,6,8,7
2019-09-07,00,6,8,7
2019-09-07,01,6,8,7
2019-09-07,02,6,8,7
2019-09-07,03,6,8,7
2019-09-07,04,6,8,7
2019-09-07,05,6,8,7
2019-09-07,06,6,8,7
2019-09-07,07,6,8,7
2019-09-07,08,6,8,7
2019-09-07,09,6,8,7
2019-09-07,10,6,8,7
2019-09-07,11,6,8,7
2019-09-07,12,7,8,7
2019-09-07,13,7,8,7
2019-09-07,14,6,8,7
2019-09-07,15,6,8,7
2019-09-07,16,6,8,7
2019-09-07,17,6,8,7
2019-09-07,18,6,8,7
2019-09-07,19,6,8,7
2019-09-07,20,6,8,7
2019-09-07,21,6,8,7
2019-09-07,22,6,8,7
2019-09-07,23,6,8,7
2019-09-08,00,6,8,7
2019-09-08,01,6,8,7
2019-09-08,02,6,8,7
2019-09-08,03,6,8,7
2019-09-08,04,6,8,7
2019-09-08,05,6,8,7
2019-09-08,06,6,9,7
2019-09-08,07,6,9,7
2019-09-08,08,6,10,8
2019-09-08,09,6,10,8
2019-09-08,10,6,11,8
2019-09-08,11,6,11,8
2019-09-08,12,6,11,8
2019-09-08,13,6,11,8
2019-09-08,14,6,11,8
2019-09-08,15,6,11,8
2019-09-08,16,400,400,400
2019-09-08,17,6,12,9
2019-09-08,18,6,12,9
2019-09-08,19,6,12,9
2019-09-08,20,7,12,9
2019-09-08,21,7,12,9
2019-09-08,22,7,12,9
2019-09-08,23,7,12,9
2019-09-09,00,7,12,9
2019-09-09,01,8,12,10
2019-09-09,02,8,12,10
2019-09-09,03,8,12,10
2019-09-09,04,8,12,10
2019-09-09,05,9,12,10
2019-09-09,06,9,12,10
2019-09-09,07,10,12,11
2019-09-09,08,9,12,10
2019-09-09,09,9,12,10
2019-09-09,10,9,12,10
2019-09-09,11,9,12,10
2019-09-09,12,9,12,10
