Date,Hour,PM2_MIN,PM2_MAX,PM2_MOY
2019-08-28,00,400,400,400
2019-08-28,01,400,400,400
2019-08-28,02,400,400,400
2019-08-28,03,400,400,400
2019-08-28,04,400,400,400
2019-08-28,05,400,400,400
2019-08-28,06,400,400,400
2019-08-28,07,17,20,18
2019-08-28,08,17,20,18
2019-08-28,09,17,20,18
2019-08-28,10,17,20,18
2019-08-28,11,17,20,18
2019-08-28,12,17,20,18
2019-08-28,13,17,20,18
2019-08-28,14,17,20,18
2019-08-28,15,17,20,18
2019-08-28,16,17,20,18
2019-08-28,17,17,20,18
2019-08-28,18,17,20,18
2019-08-28,19,17,19,18
2019-08-28,20,17,19,18
2019-08-28,21,17,19,18
2019-08-28,22,17,18,17
2019-08-28,23,17,18,17
2019-08-29,00,17,18,17
2019-08-29,01,17,18,17
2019-08-29,02,17,18,17
2019-08-29,03,17,18,17
2019-08-29,04,17,18,17
2019-08-29,05,17,18,17
2019-08-29,06,17,18,17
2019-08-29,07,17,18,17
2019-08-29,08,17,18,17
2019-08-29,09,17,18,17
2019-08-29,10,17,18,17
2019-08-29,11,17,18,17
2019-08-29,12,17,18,17
2019-08-29,13,17,18,17
2019-08-29,14,17,18,17
2019-08-29,15,17,18,17
2019-08-29,16,17,18,17
2019-08-29,17,17,18,17
2019-08-29,18,17,18,17
2019-08-29,19,17,18,17
2019-08-29,20,17,18,17
2019-08-29,21,17,18,17
2019-08-29,22,17,18,17
2019-08-29,23,17,18,17
2019-08-30,00,17,18,17
2019-08-30,01,17,18,17
2019-08-30,02,17,18,17
2019-08-30,03,17,18,17
2019-08-30,04,17,18,17
2019-08-30,05,16,18,17
2019-08-30,06,16,18,17
2019-08-30,07,16,18,17
2019-08-30,08,15,18,16
2019-08-30,09,15,18,16
2019-08-30,10,14,18,16
2019-08-30,11,13,18,15
2019-08-30,12,13,18,15
2019-08-30,13,12,18,15
2019-08-30,14,12,18,15
2019-08-30,15,12,18,15
2019-08-30,16,11,18,14
2019-08-30,17,11,18,14
2019-08-30,18,11,18,14
2019-08-30,19,11,18,14
2019-08-30,20,11,18,14
2019-08-30,21,11,17,14
2019-08-30,22,11,17,14
2019-08-30,23,11,17,14
2019-08-31,00,11,17,14
2019-08-31,01,11,17,14
2019-08-31,02,11,17,14
2019-08-31,03,11,17,14
2019-08-31,04,11,16,13
2019-08-31,05,11,16,13
2019-08-31,06,11,16,13
2019-08-31,07,11,15,13
2019-08-31,08,11,15,13
2019-08-31,09,11,14,12
2019-08-31,10,11,13,12
2019-08-31,11,11,13,12
2019-08-31,12,11,12,11
2019-08-31,13,11,12,11
2019-08-31,14,11,12,11
2019-08-31,15,11,12,11
2019-08-31,16,11,12,11
2019-08-31,17,11,13,12
2019-08-31,18,11,13,12
2019-08-31,19,11,13,12
2019-08-31,20,11,13,12
2019-08-31,21,11,13,12
2019-08-31,22,11,14,12
2019-08-31,23,11,14,12
2019-09-01,00,11,14,12
2019-09-01,01,11,14,12
2019-09-01,02,11,14,12
2019-09-01,03,11,14,12
2019-09-01,04,11,14,12
2019-09-01,05,11,15,13
2019-09-01,06,11,15,13
2019-09-01,07,11,15,13
2019-09-01,08,12,15,13
2019-09-01,09,12,15,13
2019-09-01,10,12,15,13
2019-09-01,11,12,15,13
2019-09-01,12,12,15,13
2019-09-01,13,12,15,13
2019-09-01,14,12,15,13
2019-09-01,15,12,15,13
2019-09-01,16,13,15,14
2019-09-01,17,13,15,14
2019-09-01,18,13,15,14
2019-09-01,19,400,400,400
2019-09-01,20,13,15,14
2019-09-01,21,13,15,14
2019-09-01,22,13,15,14
2019-09-01,23,13,15,14
2019-09-02,00,13,15,14
2019-09-02,01,13,15,14
2019-09-02,02,13,15,14
2019-09-02,03,13,15,14
2019-09-02,04,13,15,14
2019-09-02,05,13,15,14
2019-09-02,06,13,15,14
2019-09-02,07,13,15,14
2019-09-02,08,13,15,14
2019-09-02,09,13,15,14
2019-09-02,10,13,15,14
2019-09-02,11,13,15,14
2019-09-02,12,13,15,14
2019-09-02,13,13,16,14
2019-09-02,14,13,17,15
2019-09-02,15,13,17,15
2019-09-02,16,13,17,15
2019-09-02,17,13,17,15
2019-09-02,18,13,17,15
2019-09-02,19,13,17,15
2019-09-02,20,13,17,15
2019-09-02,21,13,17,15
2019-09-02,22,13,18,15
2019-09-02,23,13,18,15
2019-09-03,00,13,19,16
2019-09-03,01,13,19,16
2019-09-03,02,13,19,16
2019-09-03,03,13,19,16
2019-09-03,04,13,19,16
2019-09-03,05,13,19,16
2019-09-03,06,13,19,16
2019-09-03,07,13,19,16
2019-09-03,08,13,19,16
2019-09-03,09,14,19,16
2019-09-03,10,13,19,16
2019-09-03,11,12,19,15
2019-09-03,12,11,19,15
2019-09-03,13,10,19,14
2019-09-03,14,10,19,14
2019-09-03,15,10,19,14
2019-09-03,16,9,19,14
2019-09-03,17,9,19,14
2019-09-03,18,9,19,14
2019-09-03,19,9,19,14
2019-09-03,20,400,400,400
2019-09-03,21,400,400,400
2019-09-03,22,8,19,13
2019-09-03,23,7,19,13
2019-09-04,00,7,19,13
2019-09-04,01,7,19,13
2019-09-04,02,7,18,12
2019-09-04,03,7,18,12
2019-09-04,04,7,17,12
2019-09-04,05,7,16,11
2019-09-04,06,7,15,11
2019-09-04,07,7,15,11
2019-09-04,08,7,14,10
2019-09-04,09,7,13,10
2019-09-04,10,7,12,9
2019-09-04,11,7,11,9
2019-09-04,12,7,10,8
2019-09-04,13,7,10,8
2019-09-04,14,7,10,8
2019-09-04,15,7,10,8
2019-09-04,16,7,10,8
2019-09-04,17,7,10,8
2019-09-04,18,7,10,8
2019-09-04,19,7,11,9
2019-09-04,20,7,11,9
2019-09-04,21,7,11,9
2019-09-04,22,7,11,9
2019-09-04,23,7,11,9
2019-09-05,00,7,11,9
2019-09-05,01,7,11,9
2019-09-05,02,7,11,9
2019-09-05,03,7,11,9
2019-09-05,04,7,11,9
2019-09-05,05,8,11,9
2019-09-05,06,8,11,9
2019-09-05,07,8,11,9
2019-09-05,08,9,11,10
2019-09-05,09,9,11,10
2019-09-05,10,9,11,10
2019-09-05,11,9,11,10
2019-09-05,12,9,11,10
2019-09-05,13,9,11,10
2019-09-05,14,8,11,9
2019-09-05,15,8,11,9
2019-09-05,16,8,11,9
2019-09-05,17,8,11,9
2019-09-05,18,400,400,400
2019-09-05,19,7,11,9
2019-09-05,20,7,11,9
2019-09-05,21,7,11,9
2019-09-05,22,7,11,9
2019-09-05,23,7,11,9
2019-09-06,00,6,11,8
2019-09-06,01,6,11,8
2019-09-06,02,6,11,8
2019-09-06,03,6,11,8
2019-09-06,04,6,11,8
2019-09-06,05,6,10,8
2019-09-06,06,6,10,8
2019-09-06,07,6,10,8
2019-09-06,08,6,9,7
2019-09-06,09,6,9,7
2019-09-06,10,6,9,7
2019-09-06,11,6,9,7
2019-09-06,12,6,9,7
2019-09-06,13,6,8,7
2019-09-06,14,6,8,7
2019-09-06,15,6,8,7
2019-09-06,16,6,8,7
2019-09-06,17,6,8,7
2019-09-06,18,6,7,6
2019-09-06,19,6,7,6
2019-09-06,20,6,7,6
2019-09-06,21,6,7,6
2019-09-06,22,6,7,6
2019-09-06,23,6,7,6
2019-09-07,00,6,7,6
2019-09-07,01,6,7,6
2019-09-07,02,6,7,6
2019-09-07,03,6,7,6
2019-09-07,04,6,7,6
2019-09-07,05,6,7,6
2019-09-07,06,6,7,6
2019-09-07,07,6,7,6
2019-09-07,08,6,7,6
2019-09-07,09,6,7,6
2019-09-07,10,6,7,6
2019-09-07,11,6,7,6
2019-09-07,12,6,7,6
2019-09-07,13,6,7,6
2019-09-07,14,6,7,6
2019-09-07,15,5,7,6
2019-09-07,16,5,7,6
2019-09-07,17,5,7,6
2019-09-07,18,5,7,6
2019-09-07,19,5,7,6
2019-09-07,20,5,7,6
2019-09-07,21,5,7,6
2019-09-07,22,5,7,6
2019-09-07,23,5,7,6
2019-09-08,00,5,7,6
2019-09-08,01,5,7,6
2019-09-08,02,5,7,6
2019-09-08,03,5,7,6
2019-09-08,04,5,7,6
2019-09-08,05,5,7,6
2019-09-08,06,5,7,6
2019-09-08,07,5,8,6
2019-09-08,08,5,8,6
2019-09-08,09,5,9,7
2019-09-08,10,5,9,7
2019-09-08,11,5,9,7
2019-09-08,12,5,9,7
2019-09-08,13,5,9,7
2019-09-08,14,5,9,7
2019-09-08,15,5,9,7
2019-09-08,16,5,10,7
2019-09-08,17,5,10,7
2019-09-08,18,5,10,7
2019-09-08,19,6,10,8
2019-09-08,20,6,10,8
2019-09-08,21,6,10,8
2019-09-08,22,6,10,8
2019-09-08,23,6,10,8
2019-09-09,00,6,10,8
2019-09-09,01,6,10,8
2019-09-09,02,7,10,8
2019-09-09,03,7,10,8
2019-09-09,04,7,10,8
2019-09-09,05,7,10,8
2019-09-09,06,8,10,9
2019-09-09,07,8,10,9
2019-09-09,08,9,10,9
2019-09-09,09,9,10,9
2019-09-09,10,9,10,9
2019-09-09,11,9,10,9
2019-09-09,12,9,10,9
